id,group,site,mound,grave,name,raion,oblast,latitude,longitude,interment,sex,age,grave_type,shaft,gangway,steps,dromos,entrance_screen,boards,organic_lining,body_position,leg_position,ochre,charcoal,chalk,fire,mask,tar,animal_bones,axe_hammer,macehead,arrowhead,spearhead,bow,bronze_knife,bola,wooden_javelin,polishing_plate,arrow_straightener,awl,grindstone,scraper,punch,hammerstone,perforator,casting_mould,tuyere,digging_tool,adze,melting_pot,flint_knife,wooden_cup,wooden_bowl,pottery,body_ornament
170,Donetsk-Luhansk,Oleksandrivsk,1,17,Oleksandrivsk 1/17,Lihansk,Luhansk,48.58,39.18,single,NA,juvenile,NA,NA,absent,absent,absent,absent,absent,absent,left side,bent,present,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
171,Donetsk-Luhansk,Oleksandrivsk,1,19,Oleksandrivsk 1/19,Lihansk,Luhansk,48.58,39.18,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,absent,left side,bent,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
172,Donetsk-Luhansk,Oleksandrivsk,1,20,Oleksandrivsk 1/20,Lihansk,Luhansk,48.58,39.18,single,NA,juvenile,NA,NA,absent,absent,absent,absent,absent,present,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
173,Donetsk-Luhansk,Oleksandrivsk,1,21,Oleksandrivsk 1/21,Lihansk,Luhansk,48.58,39.18,single,NA,juvenile,pit with niche,h elliptical,absent,present,absent,absent,absent,present,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
174,Donetsk-Luhansk,Oleksandrivsk,1,29,Oleksandrivsk 1/29,Lihansk,Luhansk,48.58,39.18,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,present,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
175,Donetsk-Luhansk,Oleksandrivsk,1,30,Oleksandrivsk 1/30,Lihansk,Luhansk,48.58,39.18,single,NA,NA,pit with niche,circular,absent,absent,absent,absent,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
176,Donetsk-Luhansk,Oleksandrivsk,1,31,Oleksandrivsk 1/31,Lihansk,Luhansk,48.58,39.18,single,NA,juvenile,NA,NA,absent,absent,absent,absent,absent,present,left side,bent,present,present,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
177,Donetsk-Luhansk,Oleksandrivsk,1,32,Oleksandrivsk 1/32,Lihansk,Luhansk,48.58,39.18,single,NA,NA,pit with niche,t elliptical,absent,present,present,absent,absent,present,left side,bent,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
178,Donetsk-Luhansk,Oleksandrivsk,1,33,Oleksandrivsk 1/33,Lihansk,Luhansk,48.58,39.18,single,NA,juvenile,pit with niche,circular,absent,absent,absent,present,absent,present,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
179,Donetsk-Luhansk,Oleksandrivsk,1,34,Oleksandrivsk 1/34,Lihansk,Luhansk,48.58,39.18,cenotaph,NA,NA,pit with niche,circular,absent,absent,absent,present,absent,present,NA,NA,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
180,Donetsk-Luhansk,Oleksandrivsk,1,35,Oleksandrivsk 1/35,Lihansk,Luhansk,48.58,39.18,single,NA,adult,pit with niche,circular,absent,present,absent,present,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
181,Donetsk-Luhansk,Oleksandrivsk,1,37,Oleksandrivsk 1/37,Lihansk,Luhansk,48.58,39.18,single,NA,NA,pit with niche,circular,absent,absent,absent,absent,absent,present,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present
182,Donetsk-Luhansk,Oleksandrivsk,1,38,Oleksandrivsk 1/38,Lihansk,Luhansk,48.58,39.18,single,NA,juvenile,NA,NA,absent,absent,absent,present,absent,present,left side,bent,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
183,Donetsk-Luhansk,Oleksandrivsk,1,41,Oleksandrivsk 1/41,Lihansk,Luhansk,48.58,39.18,single,NA,adult,NA,NA,absent,absent,absent,present,absent,absent,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
184,Donetsk-Luhansk,Oleksandrivsk,1,42,Oleksandrivsk 1/42,Lihansk,Luhansk,48.58,39.18,single,NA,adult,pit with niche,circular,absent,absent,present,absent,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
185,Donetsk-Luhansk,Oleksandrivsk,1,43,Oleksandrivsk 1/43,Lihansk,Luhansk,48.58,39.18,single,NA,juvenile,pit with niche,h elliptical,absent,absent,absent,absent,absent,present,left side,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
186,Donetsk-Luhansk,Oleksandrivsk,1,44,Oleksandrivsk 1/44,Lihansk,Luhansk,48.58,39.18,single,NA,juvenile,NA,NA,absent,absent,absent,present,absent,absent,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
187,Donetsk-Luhansk,Peredelsk,1,1,Peredelsk 1/1,Stanichno-Luhanskoe,Luhansk,48.76,39.15,single,NA,juvenile,pit with niche,circular,absent,present,absent,present,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
188,Donetsk-Luhansk,Peredelsk,1,2,Peredelsk 1/2,Stanichno-Luhanskoe,Luhansk,48.76,39.15,single,NA,juvenile,pit with niche,circular,absent,absent,absent,present,absent,feet only,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
189,Donetsk-Luhansk,Peredelsk,1,4,Peredelsk 1/4,Stanichno-Luhanskoe,Luhansk,48.76,39.15,single,NA,adult,pit with niche,circular,absent,absent,present,present,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
190,Donetsk-Luhansk,Peredelsk,1,6,Peredelsk 1/6,Stanichno-Luhanskoe,Luhansk,48.76,39.15,single,NA,juvenile,pit with niche,circular,absent,present,absent,absent,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
191,Donetsk-Luhansk,Peredelsk,1,9,Peredelsk 1/9,Stanichno-Luhanskoe,Luhansk,48.76,39.15,single,NA,adult,pit with niche,circular,absent,present,absent,present,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
192,Donetsk-Luhansk,Peredelsk,1,10,Peredelsk 1/10,Stanichno-Luhanskoe,Luhansk,48.76,39.15,single,NA,NA,pit with niche,circular,absent,present,absent,present,absent,present,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
193,Donetsk-Luhansk,Peredelsk,1,11,Peredelsk 1/11,Stanichno-Luhanskoe,Luhansk,48.76,39.15,single,NA,adult,NA,NA,absent,present,absent,present,absent,present,left side,bent,present,absent,absent,absent,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
194,Donetsk-Luhansk,Peredelsk,1,12,Peredelsk 1/12,Stanichno-Luhanskoe,Luhansk,48.76,39.15,single,NA,adult,catacomb,t elliptical,absent,present,absent,present,absent,present,supine,extended,present,absent,absent,censer,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
195,Donetsk-Luhansk,Peredelsk,1,13,Peredelsk 1/13,Stanichno-Luhanskoe,Luhansk,48.76,39.15,cenotaph,NA,NA,pit with niche,h elliptical,absent,present,absent,absent,absent,absent,NA,NA,present,absent,absent,censer,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
196,Donetsk-Luhansk,Peredelsk,2,1,Peredelsk 2/1,Stanichno-Luhanskoe,Luhansk,48.76,39.15,single,NA,juvenile,pit with niche,h rectangular,absent,present,absent,absent,absent,present,left side,bent,present,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
197,Donetsk-Luhansk,Peredelsk,2,3,Peredelsk 2/3,Stanichno-Luhanskoe,Luhansk,48.76,39.15,single,NA,adult,pit with niche,h rectangular,absent,present,absent,absent,absent,feet only,left side,bent,present,present,absent,censer,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
198,Donetsk-Luhansk,Preobrazhennoe,1,2,Preobrazhennoe 1/2,Svatovo,Luhansk,49.54,38.15,single,NA,adult,pit with niche,h rectangular,absent,present,absent,present,absent,present,supine,bent,present,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
199,Donetsk-Luhansk,Preobrazhennoe,1,3,Preobrazhennoe 1/3,Svatovo,Luhansk,49.54,38.15,single,NA,NA,pit with niche,h rectangular,absent,present,absent,absent,absent,present,left side,bent,present,absent,absent,censer,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,present,present
200,Donetsk-Luhansk,Preobrazhennoe,1,5,Preobrazhennoe 1/5,Svatovo,Luhansk,49.54,38.15,single,NA,adult,catacomb,t elliptical,present,present,present,absent,absent,present,NA,NA,present,absent,absent,absent,present,absent,present,present,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
201,Donetsk-Luhansk,Preobrazhennoe,1,6,Preobrazhennoe 1/6,Svatovo,Luhansk,49.54,38.15,single,NA,adult,pit with niche,t elliptical,absent,present,absent,present,absent,present,supine,bent,present,absent,absent,censer,absent,absent,present,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
202,Donetsk-Luhansk,Preobrazhennoe,1,7,Preobrazhennoe 1/7,Svatovo,Luhansk,49.54,38.15,single,NA,adult,pit with niche,circular,absent,present,absent,present,absent,absent,left side,bent,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
203,Donetsk-Luhansk,Preobrazhennoe,1,8,Preobrazhennoe 1/8,Svatovo,Luhansk,49.54,38.15,single,male,adult,NA,NA,absent,absent,absent,present,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
204,Donetsk-Luhansk,Preobrazhennoe,1,9,Preobrazhennoe 1/9,Svatovo,Luhansk,49.54,38.15,cenotaph,NA,NA,pit with niche,circular,absent,present,absent,absent,absent,feet only,NA,NA,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
205,Donetsk-Luhansk,Preobrazhennoe,1,10,Preobrazhennoe 1/10,Svatovo,Luhansk,49.54,38.15,single,NA,adult,pit with niche,h elliptical,absent,present,present,present,absent,present,supine,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,present
206,Donetsk-Luhansk,Preobrazhennoe,1,12,Preobrazhennoe 1/12,Svatovo,Luhansk,49.54,38.15,single,NA,juvenile,pit with niche,circular,absent,present,absent,present,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
207,Donetsk-Luhansk,Preobrazhennoe,1,13,Preobrazhennoe 1/13,Svatovo,Luhansk,49.54,38.15,single,NA,adult,pit with niche,circular,absent,present,present,present,absent,present,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present,absent
208,Donetsk-Luhansk,Preobrazhennoe,1,14,Preobrazhennoe 1/14,Svatovo,Luhansk,49.54,38.15,single,NA,adult,pit with niche,h elliptical,absent,present,present,present,absent,absent,NA,NA,absent,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,present,absent,absent,present,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
209,Donetsk-Luhansk,Preobrazhennoe,1,15,Preobrazhennoe 1/15,Svatovo,Luhansk,49.54,38.15,single,NA,adult,pit with niche,circular,absent,present,absent,present,absent,absent,left side,bent,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
210,Donetsk-Luhansk,Preobrazhennoe,1,16,Preobrazhennoe 1/16,Svatovo,Luhansk,49.54,38.15,single,NA,juvenile,NA,NA,absent,absent,absent,present,absent,present,left side,bent,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
211,Donetsk-Luhansk,Preobrazhennoe,1,17,Preobrazhennoe 1/17,Svatovo,Luhansk,49.54,38.15,single,NA,adult,pit with niche,circular,absent,absent,absent,present,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
212,Donetsk-Luhansk,Preobrazhennoe,1,18,Preobrazhennoe 1/18,Svatovo,Luhansk,49.54,38.15,single,NA,juvenile,pit with niche,circular,absent,absent,absent,present,absent,present,NA,NA,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
213,Donetsk-Luhansk,Prishib,1,9,Prishib 1/9,Antratsyt,Luhansk,48.74,38.93,single,NA,NA,pit with niche,circular,absent,absent,absent,present,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,present,present,absent,absent,absent,absent,absent,absent,present,absent
214,Donetsk-Luhansk,Prishib,1,10,Prishib 1/10,Antratsyt,Luhansk,48.74,38.93,single,NA,adult,pit with niche,circular,absent,absent,absent,present,absent,present,supine,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
215,Donetsk-Luhansk,Prishib,1,11,Prishib 1/11,Antratsyt,Luhansk,48.74,38.93,single,NA,adult,pit with niche,circular,absent,absent,absent,present,absent,present,left side,bent,present,present,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
216,Donetsk-Luhansk,Prishib,1,12,Prishib 1/12,Antratsyt,Luhansk,48.74,38.93,single,NA,adult,pit with niche,circular,absent,present,absent,absent,absent,absent,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
217,Donetsk-Luhansk,Prishib,1,13,Prishib 1/13,Antratsyt,Luhansk,48.74,38.93,single,NA,adult,pit with niche,circular,absent,absent,present,absent,absent,present,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
218,Donetsk-Luhansk,Sokolniki,2,1,Sokolniki 2/1,Antratsyt,Luhansk,48.75,38.87,cenotaph,NA,NA,NA,NA,absent,absent,absent,present,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
219,Donetsk-Luhansk,Sokolniki,2,2,Sokolniki 2/2,Antratsyt,Luhansk,48.75,38.87,single,NA,juvenile,pit with niche,circular,absent,absent,absent,present,absent,absent,NA,NA,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
220,Donetsk-Luhansk,Sokolniki,2,3,Sokolniki 2/3,Antratsyt,Luhansk,48.75,38.87,single,NA,NA,pit with niche,circular,absent,absent,absent,absent,absent,present,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
221,Donetsk-Luhansk,Sokolniki,2,4,Sokolniki 2/4,Antratsyt,Luhansk,48.75,38.87,single,NA,adult,pit with niche,circular,absent,absent,present,present,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,present,absent
222,Donetsk-Luhansk,Sokolniki,2,6,Sokolniki 2/6,Antratsyt,Luhansk,48.75,38.87,cenotaph,NA,NA,pit with niche,circular,absent,absent,absent,absent,absent,present,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
223,Donetsk-Luhansk,Sokolniki,2,8,Sokolniki 2/8,Antratsyt,Luhansk,48.75,38.87,single,NA,NA,pit with niche,circular,absent,absent,absent,absent,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
224,Donetsk-Luhansk,Sokolniki,5,6,Sokolniki 5/6,Antratsyt,Luhansk,48.75,38.87,single,NA,adult,pit with niche,circular,absent,absent,present,present,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
225,Donetsk-Luhansk,Sokolniki,5,8,Sokolniki 5/8,Antratsyt,Luhansk,48.75,38.87,single,NA,adult,pit with niche,circular,absent,absent,absent,absent,absent,present,NA,NA,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
226,Donetsk-Luhansk,Stepnoy,1,3,Stepnoy 1/3,Slaviansk,Donetsk,48.87,37.63,single,NA,juvenile,pit with niche,circular,absent,absent,absent,present,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
227,Donetsk-Luhansk,Stepnoy,1,4,Stepnoy 1/4,Slaviansk,Donetsk,48.87,37.63,single,NA,juvenile,pit with niche,circular,absent,absent,absent,present,absent,present,left side,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
228,Donetsk-Luhansk,Stepnoy,2,5,Stepnoy 2/5,Slaviansk,Donetsk,48.87,37.63,single,NA,NA,pit with niche,t rectangular,absent,absent,present,absent,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
229,Donetsk-Luhansk,Stepnoy,2,6,Stepnoy 2/6,Slaviansk,Donetsk,48.87,37.63,single,NA,adult,pit with niche,circular,absent,absent,absent,present,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
230,Donetsk-Luhansk,Triokhizbenka,3,3,Triokhizbenka 3/3,Slovaianoserbsk,Luhansk,48.76,38.96,single,NA,adult,pit with niche,circular,absent,absent,present,present,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
231,Donetsk-Luhansk,Triokhizbenka,3,4,Triokhizbenka 3/4,Slovaianoserbsk,Luhansk,48.76,38.96,single,NA,NA,pit with niche,circular,absent,present,absent,absent,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
232,Donetsk-Luhansk,Triokhizbenka,3,6,Triokhizbenka 3/6,Slovaianoserbsk,Luhansk,48.76,38.96,single,NA,adult,pit with niche,circular,absent,absent,absent,absent,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
233,Donetsk-Luhansk,Triokhizbenka,3,8,Triokhizbenka 3/8,Slovaianoserbsk,Luhansk,48.76,38.96,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
234,Donetsk-Luhansk,Triokhizbenka,3,9,Triokhizbenka 3/9,Slovaianoserbsk,Luhansk,48.76,38.96,single,NA,adult,pit with niche,circular,absent,absent,present,absent,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
235,Donetsk-Luhansk,Triokhizbenka,3,10,Triokhizbenka 3/10,Slovaianoserbsk,Luhansk,48.76,38.96,single,NA,NA,NA,NA,absent,absent,absent,absent,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
236,Donetsk-Luhansk,Triokhizbenka,3,11,Triokhizbenka 3/11,Slovaianoserbsk,Luhansk,48.76,38.96,single,NA,NA,pit with niche,h elliptical,absent,absent,present,absent,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
237,Donetsk-Luhansk,Triokhizbenka,3,12,Triokhizbenka 3/12,Slovaianoserbsk,Luhansk,48.76,38.96,single,NA,adult,pit with niche,t elliptical,absent,present,absent,absent,absent,present,left side,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
238,Donetsk-Luhansk,Triokhizbenka,3,13,Triokhizbenka 3/13,Slovaianoserbsk,Luhansk,48.76,38.96,single,NA,adult,NA,NA,absent,present,absent,absent,absent,present,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
