id,group,site,mound,grave,name,raion,oblast,latitude,longitude,interment,sex,age,grave_type,shaft,gangway,steps,dromos,entrance_screen,boards,organic_lining,body_position,leg_position,ochre,charcoal,chalk,fire,mask,tar,animal_bones,axe_hammer,macehead,arrowhead,spearhead,bow,bronze_knife,bola,wooden_javelin,polishing_plate,arrow_straightener,awl,grindstone,scraper,punch,hammerstone,perforator,casting_mould,tuyere,digging_tool,adze,melting_pot,flint_knife,wooden_cup,wooden_bowl,pottery,body_ornament
598,Orel-Samara,Khashchevoe,6,20,Khashchevoe 6/20,Novomoskovsk,Dnepropetrovsk,48.7,35.34,single,NA,adult,pit with niche,h elliptical,present,present,present,absent,absent,present,left side,bent,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
599,Orel-Samara,Khashchevoe,6,22,Khashchevoe 6/22,Novomoskovsk,Dnepropetrovsk,48.7,35.34,single,NA,NA,pit with niche,t rectangular,absent,absent,absent,absent,absent,present,supine,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
601,Orel-Samara,Mykolaivka,1,5,Mykolaivka 1/5,Petropavlovka,Dnepropetrovsk,48.38,36.31,single,NA,adult,pit with niche,h elliptical,absent,present,absent,absent,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
602,Orel-Samara,Mykolaivka,1,7,Mykolaivka 1/7,Petropavlovka,Dnepropetrovsk,48.38,36.31,single,NA,adult,pit with niche,circular,absent,present,present,absent,absent,present,supine,bent,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
603,Orel-Samara,Mykolaivka,4,2,Mykolaivka 4/2,Petropavlovka,Dnepropetrovsk,48.38,36.31,single,NA,adult,pit with niche,t elliptical,absent,present,present,absent,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
604,Orel-Samara,Mykolaivka,4,4,Mykolaivka 4/4,Petropavlovka,Dnepropetrovsk,48.38,36.31,single,NA,adult,pit with niche,h rectangular,absent,present,present,absent,absent,absent,supine,bent,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
605,Orel-Samara,Pryadovka,4,6,Pryadovka 4/6,Charichanka,Dnepropetrovsk,48.92,34.71,single,NA,NA,pit with niche,t rectangular,absent,present,present,absent,absent,present,NA,NA,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
606,Orel-Samara,Pryadovka,4,8,Pryadovka 4/8,Charichanka,Dnepropetrovsk,48.92,34.71,single,NA,adult,catacomb,t elliptical,present,present,present,absent,absent,absent,NA,NA,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
607,Orel-Samara,Shandrovka I,1,6,Shandrovka I 1/6,Pavlograd,Dnepropetrovsk,48.56,35.76,single,NA,adult,pit with niche,h elliptical,absent,present,absent,absent,absent,absent,supine,extended,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
608,Orel-Samara,Shandrovka I,1,7,Shandrovka I 1/7,Pavlograd,Dnepropetrovsk,48.56,35.76,cenotaph,NA,NA,catacomb,t elliptical,absent,present,absent,present,absent,present,NA,NA,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,present,absent
609,Orel-Samara,Shandrovka I,1,8,Shandrovka I 1/8,Pavlograd,Dnepropetrovsk,48.56,35.76,single,NA,adult,pit with niche,h elliptical,absent,absent,absent,absent,absent,present,supine,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
610,Orel-Samara,Shandrovka I,1,10,Shandrovka I 1/10,Pavlograd,Dnepropetrovsk,48.56,35.76,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,absent,left side,bent,absent,present,absent,present,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
611,Orel-Samara,Shandrovka III,1,1,Shandrovka III 1/1,Pavlograd,Dnepropetrovsk,48.56,35.76,single,NA,adult,NA,NA,absent,absent,absent,present,absent,present,supine,extended,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
612,Orel-Samara,Shandrovka III,1,4,Shandrovka III 1/4,Pavlograd,Dnepropetrovsk,48.56,35.76,single,NA,NA,pit with niche,h elliptical,absent,present,absent,absent,absent,absent,supine,bent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
613,Orel-Samara,Shandrovka III,1,5,Shandrovka III 1/5,Pavlograd,Dnepropetrovsk,48.56,35.76,single,NA,juvenile,pit,absent,absent,absent,absent,present,absent,present,NA,NA,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
614,Orel-Samara,Shandrovka III,1,6,Shandrovka III 1/6,Pavlograd,Dnepropetrovsk,48.56,35.76,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,present,NA,NA,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
615,Orel-Samara,Shandrovka III,1,8,Shandrovka III 1/8,Pavlograd,Dnepropetrovsk,48.56,35.76,single,NA,adult,NA,NA,absent,absent,absent,present,absent,present,supine,extended,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
616,Orel-Samara,Shandrovka III,1,9,Shandrovka III 1/9,Pavlograd,Dnepropetrovsk,48.56,35.76,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,present,NA,NA,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
617,Orel-Samara,Shandrovka III,1,10,Shandrovka III 1/10,Pavlograd,Dnepropetrovsk,48.56,35.76,single,NA,adult,pit,absent,absent,absent,absent,present,absent,absent,supine,extended,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
618,Orel-Samara,Shandrovka III,1,11,Shandrovka III 1/11,Pavlograd,Dnepropetrovsk,48.56,35.76,single,NA,adult,pit,absent,absent,absent,absent,absent,absent,present,supine,extended,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
619,Orel-Samara,Terny-Dolgaya mogila II,1,5,Terny-Dolgaya mogila II 1/5,Pavlograd,Dnepropetrovsk,48.52,35.87,single,NA,adult,pit,absent,absent,absent,absent,absent,absent,present,supine,extended,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
620,Orel-Samara,Terny-Dolgaya mogila II,1,7,Terny-Dolgaya mogila II 1/7,Pavlograd,Dnepropetrovsk,48.52,35.87,single,NA,adult,pit,absent,absent,present,absent,absent,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
621,Orel-Samara,Terny-Dolgaya mogila II,4.1,3,Terny-Dolgaya mogila II 4.1/3,Pavlograd,Dnepropetrovsk,48.52,35.87,twin,NA,NA,NA,NA,absent,absent,absent,absent,absent,present,NA,NA,absent,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent
622,Orel-Samara,Terny-Dolgaya mogila II,4.1,4,Terny-Dolgaya mogila II 4.1/4,Pavlograd,Dnepropetrovsk,48.52,35.87,single,NA,juvenile,pit with niche,circular,absent,present,absent,present,absent,absent,supine,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,present,absent
623,Orel-Samara,Terny-Dolgaya mogila II,4.1,5,Terny-Dolgaya mogila II 4.1/5,Pavlograd,Dnepropetrovsk,48.52,35.87,single,NA,adult,catacomb,t elliptical,absent,present,absent,absent,absent,present,supine,extended,present,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
624,Orel-Samara,Terny-Dolgaya mogila II,4.1,6,Terny-Dolgaya mogila II 4.1/6,Pavlograd,Dnepropetrovsk,48.52,35.87,twin,NA,NA,pit with niche,circular,absent,present,absent,wheel,absent,present,NA,NA,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
625,Orel-Samara,Terny-Dolgaya mogila II,4.1,7,Terny-Dolgaya mogila II 4.1/7,Pavlograd,Dnepropetrovsk,48.52,35.87,single,NA,NA,catacomb,t elliptical,absent,present,absent,absent,absent,present,NA,NA,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
626,Orel-Samara,Terny-Dolgaya mogila II,4.1,8,Terny-Dolgaya mogila II 4.1/8,Pavlograd,Dnepropetrovsk,48.52,35.87,single,NA,NA,catacomb,t elliptical,absent,present,absent,absent,absent,present,supine,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present
627,Orel-Samara,Terny-Dolgaya mogila II,4.1,10,Terny-Dolgaya mogila II 4.1/10,Pavlograd,Dnepropetrovsk,48.52,35.87,single,male,adult,pit with niche,circular,absent,present,absent,present,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
628,Orel-Samara,Terny-Dolgaya mogila II,4.1,11,Terny-Dolgaya mogila II 4.1/11,Pavlograd,Dnepropetrovsk,48.52,35.87,single,female,adult,pit with niche,h elliptical,absent,present,present,absent,absent,present,supine,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
629,Orel-Samara,Terny-Dolgaya mogila II,4.2,22,Terny-Dolgaya mogila II 4.2/22,Pavlograd,Dnepropetrovsk,48.52,35.87,single,NA,NA,pit with niche,h elliptical,absent,present,absent,absent,absent,absent,left side,bent,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,present,absent
630,Orel-Samara,Terny-Dolgaya mogila II,4.2,23,Terny-Dolgaya mogila II 4.2/23,Pavlograd,Dnepropetrovsk,48.52,35.87,single,NA,adult,pit with niche,t elliptical,absent,present,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
631,Orel-Samara,Verbki,3,9,Verbki 3/9,Pavlograd,Dnepropetrovsk,48.59,35.9,single,NA,adult,pit with niche,t elliptical,absent,present,present,absent,absent,absent,supine,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
632,Orel-Samara,Verkhnyaya Mayovka XII,1,3,Verkhnyaya Mayovka XII 1/3,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,pit with niche,h elliptical,absent,absent,absent,present,present,absent,supine,extended,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
633,Orel-Samara,Verkhnyaya Mayovka XII,1,4,Verkhnyaya Mayovka XII 1/4,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,catacomb,t elliptical,absent,present,absent,present,absent,present,supine,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
634,Orel-Samara,Verkhnyaya Mayovka XII,1,20,Verkhnyaya Mayovka XII 1/20,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,juvenile,pit with niche,circular,absent,present,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
635,Orel-Samara,Verkhnyaya Mayovka XII,1,22,Verkhnyaya Mayovka XII 1/22,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,catacomb,t elliptical,absent,present,present,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
636,Orel-Samara,Verkhnyaya Mayovka XII,1,23,Verkhnyaya Mayovka XII 1/23,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,juvenile,NA,NA,absent,absent,absent,absent,absent,present,supine,extended,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
637,Orel-Samara,Verkhnyaya Mayovka XII,2,13,Verkhnyaya Mayovka XII 2/13,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,pit,absent,absent,absent,absent,absent,absent,present,supine,extended,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
638,Orel-Samara,Verkhnyaya Mayovka XIII,1,12,Verkhnyaya Mayovka XIII 1/12,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,pit with niche,circular,absent,absent,absent,absent,absent,absent,supine,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present
639,Orel-Samara,Verkhnyaya Mayovka XIII,1,13,Verkhnyaya Mayovka XIII 1/13,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,pit with niche,circular,absent,present,present,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
640,Orel-Samara,Verkhnyaya Mayovka XIV,1,4,Verkhnyaya Mayovka XIV 1/4,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,NA,pit with niche,h rectangular,absent,present,present,absent,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
641,Orel-Samara,Verkhnyaya Mayovka XIV,1,7,Verkhnyaya Mayovka XIV 1/7,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,catacomb,t elliptical,absent,present,absent,present,absent,absent,supine,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
642,Orel-Samara,Verkhnyaya Mayovka XIV,1,12,Verkhnyaya Mayovka XIV 1/12,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,pit,absent,absent,present,absent,absent,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
643,Orel-Samara,Verkhnyaya Mayovka XIV,7,6,Verkhnyaya Mayovka XIV 7/6,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,pit with niche,circular,absent,present,absent,absent,absent,present,supine,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent
644,Orel-Samara,Verkhnyaya Mayovka XIV,7,7,Verkhnyaya Mayovka XIV 7/7,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,juvenile,pit with niche,h elliptical,absent,present,absent,absent,absent,present,prone,NA,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
645,Orel-Samara,Verkhnyaya Mayovka XIV,7,9,Verkhnyaya Mayovka XIV 7/9,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,pit with niche,circular,absent,absent,absent,absent,absent,absent,supine,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
646,Orel-Samara,Verkhnyaya Mayovka XIV,7,10,Verkhnyaya Mayovka XIV 7/10,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,pit with niche,circular,absent,absent,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
647,Orel-Samara,Verkhnyaya Mayovka XIV,7,11,Verkhnyaya Mayovka XIV 7/11,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,absent,supine,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
648,Orel-Samara,Verkhnyaya Mayovka XIV,10,2,Verkhnyaya Mayovka XIV 10/2,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,pit with niche,circular,absent,absent,absent,absent,absent,absent,supine,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present
649,Orel-Samara,Verkhnyaya Mayovka XIV,10,4,Verkhnyaya Mayovka XIV 10/4,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,absent,supine,bent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
650,Orel-Samara,Verkhnyaya Mayovka XIV,1,8,Verkhnyaya Mayovka XIV 1/8,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,pit with niche,circular,absent,present,absent,absent,absent,present,supine,bent,present,absent,absent,censer,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
651,Orel-Samara,Verkhnyaya Mayovka XVIII,1,16,Verkhnyaya Mayovka XVIII 1/16,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,NA,pit with niche,h rectangular,absent,present,absent,absent,absent,present,NA,NA,absent,absent,absent,censer,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
652,Orel-Samara,Verkhnyaya Mayovka XVIII,2,4,Verkhnyaya Mayovka XVIII 2/4,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,NA,pit with niche,h rectangular,absent,present,absent,absent,absent,present,supine,extended,present,absent,absent,censer,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
653,Orel-Samara,Verkhnyaya Mayovka XVIII,4,11,Verkhnyaya Mayovka XVIII 4/11,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,NA,NA,absent,present,absent,absent,absent,absent,supine,extended,absent,absent,absent,censer,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
654,Orel-Samara,Verkhnyaya Mayovka XVIII,4,12,Verkhnyaya Mayovka XVIII 4/12,Dnepropetrovsk,Dnepropetrovsk,48.69,34.96,single,NA,adult,catacomb,t elliptical,absent,absent,absent,absent,absent,absent,supine,extended,present,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
600,Orel-Samara,Malaya Kozyrshchyna,7,2,Malaya Kozyrshchyna 7/2,Pavlograd,Dnepropetrovsk,49.5,35.28,single,NA,adult,NA,NA,present,present,present,absent,absent,absent,supine,extended,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
655,Verkhnetarasovka,Kislichuvata I,1,3,Kislichuvata I 1/3,Tomakivka,Dnepropetrovsk,47.85,34.73,single,NA,adult,pit with niche,circular,absent,present,absent,absent,absent,present,left side,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
656,Verkhnetarasovka,Kislichuvata I,13,5,Kislichuvata I 13/5,Tomakivka,Dnepropetrovsk,47.85,34.73,single,NA,juvenile,catacomb,t elliptical,absent,present,present,absent,absent,present,supine,extended,present,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
657,Verkhnetarasovka,Kislichuvata II,1,4,Kislichuvata II 1/4,Tomakivka,Dnepropetrovsk,47.85,34.73,single,NA,adult,pit with niche,circular,absent,present,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
658,Verkhnetarasovka,Kislichuvata II,4,5,Kislichuvata II 4/5,Tomakivka,Dnepropetrovsk,47.85,34.73,collective,NA,NA,pit with niche,h elliptical,absent,present,absent,absent,absent,absent,NA,NA,present,absent,absent,present,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
659,Verkhnetarasovka,Kislichuvata II,4,8,Kislichuvata II 4/8,Tomakivka,Dnepropetrovsk,47.85,34.73,single,NA,adult,pit with niche,circular,absent,present,absent,absent,absent,absent,supine,bent,absent,present,absent,censer,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
660,Verkhnetarasovka,Kislichuvata II,4,13,Kislichuvata II 4/13,Tomakivka,Dnepropetrovsk,47.85,34.73,single,NA,adult,pit with niche,circular,absent,present,absent,absent,absent,present,supine,extended,absent,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
661,Verkhnetarasovka,Kislichuvata II,4,14,Kislichuvata II 4/14,Tomakivka,Dnepropetrovsk,47.85,34.73,cenotaph,NA,NA,pit with niche,h elliptical,absent,present,absent,absent,absent,present,NA,NA,absent,absent,absent,censer,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
662,Verkhnetarasovka,Kislichuvata III,2,3,Kislichuvata III 2/3,Tomakivka,Dnepropetrovsk,47.85,34.73,single,NA,adult,pit with niche,h elliptical,absent,present,absent,absent,absent,present,supine,extended,absent,absent,absent,censer,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
