ID,GROUP,SITE,RAION,OBLAST,MOUND,GRAVE,NAME,INTERMENT,SEX,AGE,GRAVE_TYPE,SHAFT,GANGWAY,STEPS,DROMOS,ENTRANCE_SCREEN,BOARDS,ORGANIC_LINING,BODY_POSITION,LEG_POSITION,OCHRE,CHARCOAL,CHALK,FIRE,MASK,TAR,ANIMAL_BONES,AXE_HAMMER,MACEHEAD,ARROWHEAD,SPEARHEAD,BOW,BRONZE_KNIFE,BOLA,WOODEN_JAVELIN,POLISHING_PLATE,ARROW_STRAIGHTENER,AWL,GRINDSTONE,SCRAPER,PUNCH,HAMMERSTONE,PERFORATOR,CASTING_MOULD,TUYERE,DIGGING_TOOL,ADZE,MELTING_POT,FLINT_KNIFE,WOODEN_CUP,WOODEN_BOWL,POTTERY,BODY_ORNAMENT
182,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,38,Oleksandrivsk 1/38,single,NA,juvenile,NA,NA,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,41,Oleksandrivsk 1/41,single,NA,adult,NA,NA,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
184,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,42,Oleksandrivsk 1/42,single,NA,adult,2,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,43,Oleksandrivsk 1/43,single,NA,juvenile,2,2,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,44,Oleksandrivsk 1/44,single,NA,juvenile,NA,NA,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
187,Donetsk-Luhansk,Peredelsk,Stanichno-Luhanskoe,Luhansk,1,1,Peredelsk 1/1,single,NA,juvenile,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Donetsk-Luhansk,Peredelsk,Stanichno-Luhanskoe,Luhansk,1,2,Peredelsk 1/2,single,NA,juvenile,2,1,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
189,Donetsk-Luhansk,Peredelsk,Stanichno-Luhanskoe,Luhansk,1,4,Peredelsk 1/4,single,NA,adult,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
190,Donetsk-Luhansk,Peredelsk,Stanichno-Luhanskoe,Luhansk,1,6,Peredelsk 1/6,single,NA,juvenile,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
191,Donetsk-Luhansk,Peredelsk,Stanichno-Luhanskoe,Luhansk,1,9,Peredelsk 1/9,single,NA,adult,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
192,Donetsk-Luhansk,Peredelsk,Stanichno-Luhanskoe,Luhansk,1,10,Peredelsk 1/10,single,NA,NA,2,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
193,Donetsk-Luhansk,Peredelsk,Stanichno-Luhanskoe,Luhansk,1,11,Peredelsk 1/11,single,NA,adult,NA,NA,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
194,Donetsk-Luhansk,Peredelsk,Stanichno-Luhanskoe,Luhansk,1,12,Peredelsk 1/12,single,NA,adult,3,3,0,1,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
195,Donetsk-Luhansk,Peredelsk,Stanichno-Luhanskoe,Luhansk,1,13,Peredelsk 1/13,cenotaph,NA,NA,2,2,0,1,0,0,0,0,NA,NA,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Donetsk-Luhansk,Peredelsk,Stanichno-Luhanskoe,Luhansk,2,1,Peredelsk 2/1,single,NA,juvenile,2,4,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
197,Donetsk-Luhansk,Peredelsk,Stanichno-Luhanskoe,Luhansk,2,3,Peredelsk 2/3,single,NA,adult,2,4,0,1,0,0,0,2,1,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
198,Donetsk-Luhansk,Preobrazhennoe,Svatovo,Luhansk,1,2,Preobrazhennoe 1/2,single,NA,adult,2,4,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
199,Donetsk-Luhansk,Preobrazhennoe,Svatovo,Luhansk,1,3,Preobrazhennoe 1/3,single,NA,NA,2,4,0,1,0,0,0,1,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
200,Donetsk-Luhansk,Preobrazhennoe,Svatovo,Luhansk,1,5,Preobrazhennoe 1/5,single,NA,adult,3,3,1,1,1,0,0,1,NA,NA,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
201,Donetsk-Luhansk,Preobrazhennoe,Svatovo,Luhansk,1,6,Preobrazhennoe 1/6,single,NA,adult,2,3,0,1,0,1,0,1,0,1,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
202,Donetsk-Luhansk,Preobrazhennoe,Svatovo,Luhansk,1,7,Preobrazhennoe 1/7,single,NA,adult,2,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
203,Donetsk-Luhansk,Preobrazhennoe,Svatovo,Luhansk,1,8,Preobrazhennoe 1/8,single,male,adult,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
204,Donetsk-Luhansk,Preobrazhennoe,Svatovo,Luhansk,1,9,Preobrazhennoe 1/9,cenotaph,NA,NA,2,1,0,1,0,0,0,2,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
205,Donetsk-Luhansk,Preobrazhennoe,Svatovo,Luhansk,1,10,Preobrazhennoe 1/10,single,NA,adult,2,2,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
206,Donetsk-Luhansk,Preobrazhennoe,Svatovo,Luhansk,1,12,Preobrazhennoe 1/12,single,NA,juvenile,2,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
207,Donetsk-Luhansk,Preobrazhennoe,Svatovo,Luhansk,1,13,Preobrazhennoe 1/13,single,NA,adult,2,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
208,Donetsk-Luhansk,Preobrazhennoe,Svatovo,Luhansk,1,14,Preobrazhennoe 1/14,single,NA,adult,2,2,0,1,1,1,0,0,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Donetsk-Luhansk,Preobrazhennoe,Svatovo,Luhansk,1,15,Preobrazhennoe 1/15,single,NA,adult,2,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
210,Donetsk-Luhansk,Preobrazhennoe,Svatovo,Luhansk,1,16,Preobrazhennoe 1/16,single,NA,juvenile,NA,NA,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
211,Donetsk-Luhansk,Preobrazhennoe,Svatovo,Luhansk,1,17,Preobrazhennoe 1/17,single,NA,adult,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
212,Donetsk-Luhansk,Preobrazhennoe,Svatovo,Luhansk,1,18,Preobrazhennoe 1/18,single,NA,juvenile,2,1,0,0,0,1,0,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Donetsk-Luhansk,Prishib,Antratsyt,Luhansk,1,9,Prishib 1/9,single,NA,NA,2,1,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
214,Donetsk-Luhansk,Prishib,Antratsyt,Luhansk,1,10,Prishib 1/10,single,NA,adult,2,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Donetsk-Luhansk,Prishib,Antratsyt,Luhansk,1,11,Prishib 1/11,single,NA,adult,2,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
216,Donetsk-Luhansk,Prishib,Antratsyt,Luhansk,1,12,Prishib 1/12,single,NA,adult,2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
217,Donetsk-Luhansk,Prishib,Antratsyt,Luhansk,1,13,Prishib 1/13,single,NA,adult,2,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
218,Donetsk-Luhansk,Sokolniki,Antratsyt,Luhansk,2,1,Sokolniki 2/1,cenotaph,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
219,Donetsk-Luhansk,Sokolniki,Antratsyt,Luhansk,2,2,Sokolniki 2/2,single,NA,juvenile,2,1,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
220,Donetsk-Luhansk,Sokolniki,Antratsyt,Luhansk,2,3,Sokolniki 2/3,single,NA,NA,2,1,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Donetsk-Luhansk,Sokolniki,Antratsyt,Luhansk,2,4,Sokolniki 2/4,single,NA,adult,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
222,Donetsk-Luhansk,Sokolniki,Antratsyt,Luhansk,2,6,Sokolniki 2/6,cenotaph,NA,NA,2,1,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Donetsk-Luhansk,Sokolniki,Antratsyt,Luhansk,2,8,Sokolniki 2/8,single,NA,NA,2,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Donetsk-Luhansk,Sokolniki,Antratsyt,Luhansk,5,6,Sokolniki 5/6,single,NA,adult,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Donetsk-Luhansk,Sokolniki,Antratsyt,Luhansk,5,8,Sokolniki 5/8,single,NA,adult,2,1,0,0,0,0,0,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Donetsk-Luhansk,Stepnoy,Slaviansk,Donetsk,1,3,Stepnoy 1/3,single,NA,juvenile,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
227,Donetsk-Luhansk,Stepnoy,Slaviansk,Donetsk,1,4,Stepnoy 1/4,single,NA,juvenile,2,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
228,Donetsk-Luhansk,Stepnoy,Slaviansk,Donetsk,2,5,Stepnoy 2/5,single,NA,NA,2,5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
229,Donetsk-Luhansk,Stepnoy,Slaviansk,Donetsk,2,6,Stepnoy 2/6,single,NA,adult,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230,Donetsk-Luhansk,Triokhizbenka,Slovaianoserbsk,Luhansk,3,3,Triokhizbenka 3/3,single,NA,adult,2,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
231,Donetsk-Luhansk,Triokhizbenka,Slovaianoserbsk,Luhansk,3,4,Triokhizbenka 3/4,single,NA,NA,2,1,0,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Donetsk-Luhansk,Triokhizbenka,Slovaianoserbsk,Luhansk,3,6,Triokhizbenka 3/6,single,NA,adult,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
233,Donetsk-Luhansk,Triokhizbenka,Slovaianoserbsk,Luhansk,3,8,Triokhizbenka 3/8,single,NA,adult,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
234,Donetsk-Luhansk,Triokhizbenka,Slovaianoserbsk,Luhansk,3,9,Triokhizbenka 3/9,single,NA,adult,2,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
235,Donetsk-Luhansk,Triokhizbenka,Slovaianoserbsk,Luhansk,3,10,Triokhizbenka 3/10,single,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Donetsk-Luhansk,Triokhizbenka,Slovaianoserbsk,Luhansk,3,11,Triokhizbenka 3/11,single,NA,NA,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Donetsk-Luhansk,Triokhizbenka,Slovaianoserbsk,Luhansk,3,12,Triokhizbenka 3/12,single,NA,adult,2,3,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Donetsk-Luhansk,Triokhizbenka,Slovaianoserbsk,Luhansk,3,13,Triokhizbenka 3/13,single,NA,adult,NA,NA,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Donetsk-Luhansk,Voroshilovgrad Trikotazhnaya Fabrika,Luhansk,Luhansk,2,1,Voroshilovgrad Trikotazhnaya Fabrika 2/1,single,NA,juvenile,2,2,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
240,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,1,2,Voroshilovgrad VSHI 1/2,single,NA,adult,2,4,0,1,0,1,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
241,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,1,4,Voroshilovgrad VSHI 1/4,single,NA,adult,2,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,1,5,Voroshilovgrad VSHI 1/5,single,NA,adult,2,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
243,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,2B,3,Voroshilovgrad VSHI 2B/3,single,NA,adult,2,5,1,1,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
244,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,2B,4,Voroshilovgrad VSHI 2B/4,single,NA,adult,NA,NA,0,1,0,1,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,2B,5,Voroshilovgrad VSHI 2B/5,single,NA,adult,2,4,0,1,0,1,0,1,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
246,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,2B,7,Voroshilovgrad VSHI 2B/7,single,NA,adult,2,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,2B,9,Voroshilovgrad VSHI 2B/9,single,NA,adult,2,5,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,2B,10,Voroshilovgrad VSHI 2B/10,single,NA,adult,2,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
249,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,2B,11,Voroshilovgrad VSHI 2B/11,single,NA,adult,2,4,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
250,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,3,2,Voroshilovgrad VSHI 3/2,single,NA,adult,NA,NA,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
251,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,3,3,Voroshilovgrad VSHI 3/3,single,NA,adult,NA,NA,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
252,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,3,4,Voroshilovgrad VSHI 3/4,single,NA,adult,2,5,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
253,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,3,7,Voroshilovgrad VSHI 3/7,single,NA,adult,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
254,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,3,11,Voroshilovgrad VSHI 3/11,single,NA,adult,2,4,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
255,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,3,13,Voroshilovgrad VSHI 3/13,single,NA,juvenile,NA,NA,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
256,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,3,14,Voroshilovgrad VSHI 3/14,single,NA,adult,2,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
257,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,3,15,Voroshilovgrad VSHI 3/15,single,NA,adult,NA,NA,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
258,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,3,16,Voroshilovgrad VSHI 3/16,cenotaph,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1
259,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,3,18,Voroshilovgrad VSHI 3/18,single,NA,juvenile,2,1,0,1,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
260,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,3,19,Voroshilovgrad VSHI 3/19,single,NA,NA,2,5,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
261,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,5,2,Voroshilovgrad VSHI 5/2,single,NA,adult,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
262,Donetsk-Luhansk,Voroshilovgrad VSHI,Luhansk,Luhansk,5,4,Voroshilovgrad VSHI 5/4,single,NA,adult,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Donetsk-Luhansk,Zhitenko,Amvrosyevka,Donetsk,2,3,Zhitenko 2/3,single,NA,adult,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
264,Donetsk-Luhansk,Zhitenko,Amvrosyevka,Donetsk,4,2,Zhitenko 4/2,single,NA,adult,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
265,Donetsk-Luhansk,Znamianka,Antratsyt,Luhansk,1,5,Znamianka 1/5,single,NA,adult,2,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Donetsk-Luhansk,Znamianka,Antratsyt,Luhansk,1,9,Znamianka 1/9,single,NA,adult,2,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Donetsk-Luhansk,Znamianka,Antratsyt,Luhansk,2,3,Znamianka 2/3,single,NA,juvenile,NA,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Donetsk-Luhansk,Znamianka,Antratsyt,Luhansk,2,7,Znamianka 2/7,single,NA,NA,2,2,0,1,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Ingul,Bilogradovka,Bashtankiy,Mykolaiv,*,7,Bilogradovka */7,single,NA,adult,NA,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
270,Ingul,Bilogradovka,Bashtankiy,Mykolaiv,*,9,Bilogradovka */9,single,NA,adult,2,2,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Ingul,Bilogradovka,Bashtankiy,Mykolaiv,*,10,Bilogradovka */10,single,NA,NA,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
