ID,GROUP,SITE,RAION,OBLAST,MOUND,GRAVE,NAME,INTERMENT,SEX,AGE,GRAVE_TYPE,SHAFT,GANGWAY,STEPS,DROMOS,ENTRANCE_SCREEN,BOARDS,ORGANIC_LINING,BODY_POSITION,LEG_POSITION,OCHRE,CHARCOAL,CHALK,FIRE,MASK,TAR,ANIMAL_BONES,AXE_HAMMER,MACEHEAD,ARROWHEAD,SPEARHEAD,BOW,BRONZE_KNIFE,BOLA,WOODEN_JAVELIN,POLISHING_PLATE,ARROW_STRAIGHTENER,AWL,GRINDSTONE,SCRAPER,PUNCH,HAMMERSTONE,PERFORATOR,CASTING_MOULD,TUYERE,DIGGING_TOOL,ADZE,MELTING_POT,FLINT_KNIFE,WOODEN_CUP,WOODEN_BOWL,POTTERY,BODY_ORNAMENT
93,Donetsk-Luhansk,Ivano-Darevka,Artemovsk,Donetsk,2,3,Ivano-Darevka 2/3,single,NA,adult,2,3,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Donetsk-Luhansk,Ivano-Darevka,Artemovsk,Donetsk,2,5,Ivano-Darevka 2/5,single,NA,NA,2,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,Donetsk-Luhansk,Ivano-Darevka,Artemovsk,Donetsk,2,6,Ivano-Darevka 2/6,collective,NA,NA,3,3,0,1,1,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
96,Donetsk-Luhansk,Ivano-Darevka,Artemovsk,Donetsk,4,1,Ivano-Darevka 4/1,single,NA,adult,NA,NA,0,0,0,0,0,0,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97,Donetsk-Luhansk,Ivano-Darevka,Artemovsk,Donetsk,4,2,Ivano-Darevka 4/2,single,NA,NA,2,1,0,1,1,1,0,1,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
98,Donetsk-Luhansk,Kindrativka,Dobropillia,Donetsk,1,6,Kindrativka 1/6,single,NA,adult,2,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
99,Donetsk-Luhansk,Kindrativka,Dobropillia,Donetsk,1,9,Kindrativka 1/9,single,NA,adult,2,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
100,Donetsk-Luhansk,Kindrativka,Dobropillia,Donetsk,1,10,Kindrativka 1/10,single,NA,adult,2,2,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101,Donetsk-Luhansk,Kindrativka,Dobropillia,Donetsk,2,8,Kindrativka 2/8,single,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
102,Donetsk-Luhansk,Kindrativka,Dobropillia,Donetsk,3,4,Kindrativka 3/4,single,NA,adult,NA,NA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
103,Donetsk-Luhansk,Kindrativka,Dobropillia,Donetsk,3,7,Kindrativka 3/7,single,NA,adult,2,5,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
104,Donetsk-Luhansk,Kindrativka,Dobropillia,Donetsk,3,10,Kindrativka 3/10,single,NA,adult,NA,NA,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
105,Donetsk-Luhansk,Kindrativka,Dobropillia,Donetsk,3,14,Kindrativka 3/14,single,NA,NA,NA,NA,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Donetsk-Luhansk,Kindrativka,Dobropillia,Donetsk,4,4,Kindrativka 4/4,single,NA,juvenile,2,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
107,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,1,1,Krasnaya Zarya 1/1,single,NA,adult,NA,NA,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,1,3,Krasnaya Zarya 1/3,single,NA,adult,2,3,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,2,4,Krasnaya Zarya 2/4,single,NA,adult,2,2,0,1,1,1,0,1,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,2,5,Krasnaya Zarya 2/5,single,NA,adult,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
111,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,2,6,Krasnaya Zarya 2/6,single,NA,adult,NA,NA,0,0,0,1,0,1,NA,NA,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,2,8,Krasnaya Zarya 2/8,single,NA,adult,NA,NA,0,0,0,1,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,2,9,Krasnaya Zarya 2/9,collective,NA,NA,2,5,0,1,0,1,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
114,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,3,2,Krasnaya Zarya 3/2,single,NA,juvenile,NA,NA,0,0,0,0,0,1,0,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,3,4,Krasnaya Zarya 3/4,single,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
116,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,4,1,Krasnaya Zarya 4/1,single,NA,juvenile,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,4,2,Krasnaya Zarya 4/2,single,NA,adult,NA,NA,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,5,2,Krasnaya Zarya 5/2,single,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,6,1,Krasnaya Zarya 6/1,single,NA,adult,2,2,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,6,2,Krasnaya Zarya 6/2,single,NA,juvenile,NA,NA,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
121,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,6,3,Krasnaya Zarya 6/3,single,NA,adult,NA,NA,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
122,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,6,6,Krasnaya Zarya 6/6,single,NA,NA,2,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,6,7,Krasnaya Zarya 6/7,single,NA,adult,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,6,8,Krasnaya Zarya 6/8,single,NA,adult,2,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,6,10,Krasnaya Zarya 6/10,single,NA,adult,2,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,6,11,Krasnaya Zarya 6/11,single,NA,adult,2,5,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,7,2,Krasnaya Zarya 7/2,single,NA,adult,2,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
128,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,7,3,Krasnaya Zarya 7/3,single,NA,adult,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,7,4,Krasnaya Zarya 7/4,single,NA,adult,2,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,Donetsk-Luhansk,Krasnaya Zarya,Perevalsk,Luhansk,7,5,Krasnaya Zarya 7/5,single,NA,NA,2,5,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Donetsk-Luhansk,Kripiaki,Antratsyt,Luhansk,2,5,Kripiaki 2/5,single,NA,adult,2,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
132,Donetsk-Luhansk,Lisichansk LNPZ,Popasna,Luhansk,2,1,Lisichansk LNPZ 2/1,single,NA,NA,2,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133,Donetsk-Luhansk,Lisichansk LNPZ,Popasna,Luhansk,2,2,Lisichansk LNPZ 2/2,single,NA,juvenile,2,4,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Donetsk-Luhansk,Lisichansk LNPZ,Popasna,Luhansk,2,3,Lisichansk LNPZ 2/3,single,NA,adult,2,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135,Donetsk-Luhansk,Lisichansk LNPZ,Popasna,Luhansk,2,4,Lisichansk LNPZ 2/4,single,NA,NA,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
136,Donetsk-Luhansk,Lisichansk LNPZ,Popasna,Luhansk,2,5,Lisichansk LNPZ 2/5,single,NA,adult,2,2,0,1,0,1,0,1,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
137,Donetsk-Luhansk,Lisichansk LNPZ,Popasna,Luhansk,2,6,Lisichansk LNPZ 2/6,single,NA,NA,2,1,0,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
138,Donetsk-Luhansk,Lisichansk LNPZ,Popasna,Luhansk,2,7,Lisichansk LNPZ 2/7,single,NA,NA,3,3,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Donetsk-Luhansk,Lisichansk LNPZ,Popasna,Luhansk,2,8,Lisichansk LNPZ 2/8,single,NA,adult,2,2,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,Donetsk-Luhansk,Lisichansk LNPZ,Popasna,Luhansk,2,11,Lisichansk LNPZ 2/11,single,NA,adult,3,3,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,1,2,Nikolaivka 1/2,single,NA,adult,2,4,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
142,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,1,3,Nikolaivka 1/3,single,NA,adult,2,2,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,1,5,Nikolaivka 1/5,single,NA,adult,2,4,0,0,0,1,0,2,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
144,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,1,7,Nikolaivka 1/7,single,NA,NA,2,1,0,1,0,0,0,1,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
145,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,1,8,Nikolaivka 1/8,single,NA,NA,2,5,0,1,0,0,0,1,NA,NA,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,1,9,Nikolaivka 1/9,single,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,2,4,Nikolaivka 2/4,single,female,adult,NA,NA,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
148,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,2,6,Nikolaivka 2/6,twin,NA,juvenile,2,4,0,0,0,0,0,1,NA,NA,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
149,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,2,9,Nikolaivka 2/9,single,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
150,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,2,10,Nikolaivka 2/10,single,NA,juvenile,2,4,0,0,0,0,0,2,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
151,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,6,2,Nikolaivka 6/2,single,NA,adult,NA,NA,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
152,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,6,4A,Nikolaivka 6/4A,single,female,adult,2,4,0,1,0,1,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,6,4B,Nikolaivka 6/4B,single,NA,NA,2,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
154,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,6,6,Nikolaivka 6/6,single,male,adult,NA,NA,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,8,1,Nikolaivka 8/1,single,male,adult,1,0,0,1,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,8,2,Nikolaivka 8/2,single,female,NA,2,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
157,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,8,4,Nikolaivka 8/4,single,NA,juvenile,2,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,8,5,Nikolaivka 8/5,single,NA,juvenile,2,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
159,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,11,4,Nikolaivka 11/4,single,NA,adult,2,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,11,5,Nikolaivka 11/5,single,NA,juvenile,3,3,1,1,1,0,0,0,2,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,11,6,Nikolaivka 11/6,twin,NA,NA,3,3,0,1,1,0,0,0,NA,NA,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
162,Donetsk-Luhansk,Nikolaivka,Stanichno-Luhanskoe,Luhansk,11,7,Nikolaivka 11/7,collective,NA,NA,3,3,0,0,0,0,0,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
163,Donetsk-Luhansk,Novoamvrosyevka,Amvrosyevka,Donetsk,4,2,Novoamvrosyevka 4/2,single,NA,adult,2,2,1,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
164,Donetsk-Luhansk,Novoamvrosyevka,Amvrosyevka,Donetsk,4,6,Novoamvrosyevka 4/6,single,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
165,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,6,Oleksandrivsk 1/6,single,NA,adult,2,1,0,0,1,0,0,1,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
166,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,7,Oleksandrivsk 1/7,single,NA,NA,2,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
167,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,8,Oleksandrivsk 1/8,single,NA,juvenile,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
168,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,12,Oleksandrivsk 1/12,single,NA,adult,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
169,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,15,Oleksandrivsk 1/15,single,NA,juvenile,2,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,17,Oleksandrivsk 1/17,single,NA,juvenile,NA,NA,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,19,Oleksandrivsk 1/19,single,NA,adult,NA,NA,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,20,Oleksandrivsk 1/20,single,NA,juvenile,NA,NA,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
173,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,21,Oleksandrivsk 1/21,single,NA,juvenile,2,2,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
174,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,29,Oleksandrivsk 1/29,single,NA,adult,NA,NA,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
175,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,30,Oleksandrivsk 1/30,single,NA,NA,2,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
176,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,31,Oleksandrivsk 1/31,single,NA,juvenile,NA,NA,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
177,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,32,Oleksandrivsk 1/32,single,NA,NA,2,3,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
178,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,33,Oleksandrivsk 1/33,single,NA,juvenile,2,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
179,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,34,Oleksandrivsk 1/34,cenotaph,NA,NA,2,1,0,0,0,1,0,1,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,35,Oleksandrivsk 1/35,single,NA,adult,2,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Donetsk-Luhansk,Oleksandrivsk,Lihansk,Luhansk,1,37,Oleksandrivsk 1/37,single,NA,NA,2,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
